date,cause,source,location,substance,volume,volume_units
5/15/2007,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,0.1,m3
5/23/2007,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0.4,m3
5/23/2007,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0.2,m3
6/14/2007,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0.2,m3
6/19/2007,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0.1,m3
7/5/2007,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0.1,m3
8/7/2007,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0.1,m3
8/7/2007,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0.1,m3
4/27/2009,Operator Error,Crude Oil Group Battery,Wainwright,Salt/Produced Water,7,m3
7/12/2010,Equipment Failure,Crude Oil Group Battery,Wainwright,Gas Production (Raw),0.1,103m3
9/29/2010,Equipment Failure,Crude Oil Group Battery,Wainwright,Waste,0,m3
2/4/2011,Equipment Failure,Crude Oil Pipeline,Wainwright,Crude Oil,0.1,m3
7/4/2011,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0,m3
10/22/2012,Equipment Failure,Water Pipeline,Wainwright,Waste,0,m3
8/17/2008,Equipment Failure,Service Well,Wainwright,Waste,0,m3
10/5/2004,Equipment Failure,Service Well,Wainwright,Salt/Produced Water,1,m3
7/5/2005,Equipment Failure,Oil/Bitumen Satellite,Wainwright,Gas Production (Raw),0.1,103m3
11/2/2005,Operator Error,Crude Oil Single Battery,Wainwright,Crude Oil,18,m3
5/30/2004,Equipment Failure,Oil Well,WAINWRIGHT,Crude Oil,2,m3
8/31/2009,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Bitumen,0.5,m3
10/11/2009,Equipment Failure,Crude Oil Group Battery,Wainwright,Salt/Produced Water,13.5,m3
10/31/2011,Equipment Failure,Crude Oil Group Battery,Wainwright,Gas Production (Raw),0.1,103m3
5/2/2008,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,0.1,m3
5/8/2009,Equipment Failure,Water Pipeline,Wainwright,Waste,0,m3
3/3/2005,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.5,m3
1/24/2008,Equipment Failure,Oil Well,Wainwright,Gas Production (Raw),0.1,103m3
2/16/2007,Equipment Failure,Oil/Bitumen Satellite,Wainwright,Salt/Produced Water,210,m3
9/7/2003,Equipment Failure,Multiphase Pipeline,WAINWRIGHT,Gas Production (Raw),0.1,103m3
7/30/2012,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,0.5,m3
3/5/2010,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0,m3
4/14/2010,Equipment Failure,Water Pipeline,Wainwright,Hydrotest Fluids (Methanol),0.1,m3
4/14/2010,Equipment Failure,Water Pipeline,Wainwright,Hydrotest Fluids (Methanol),0.6,m3
11/11/2012,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,8,m3
7/11/2006,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,4,m3
11/24/2007,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,6,m3
August 17 2012,Operator Error,Multiphase Pipeline,Wainwright,,,
9/8/2008,Equipment Failure,Oil Well,Wainwright,Crude Oil,0.4,m3
10/4/2004,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,100,m3
6/18/2008,Equipment Failure,Multiphase Pipeline,Wainwright,Waste,0,m3
8/1/2004,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Salt/Produced Water,6,m3
6/27/2005,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,27,m3
9/1/2003,Equipment Failure,Oil/Bitumen Satellite,WAINWRIGHT,Crude Oil,15,m3
11/22/2006,Operator Error,Multiphase Pipeline,Wainwright,Crude Oil,9,m3
11/26/2006,Equipment Failure,Multiphase Pipeline,Wainwright,Fresh Water,0.1,m3
11/26/2006,Equipment Failure,Multiphase Pipeline,Wainwright,Fresh Water,0.1,m3
7/26/2010,Equipment Failure,Oil Well,Wainwright,Gas Production (Raw),0.1,103m3
4/21/2008,Equipment Failure,Water Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
4/24/2011,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,2.5,m3
6/14/2011,Equipment Failure,Water Pipeline,Wainwright,Fresh Water,0.1,m3
8/22/2012,Equipment Failure,Multiphase Pipeline,Wainwright,Waste,0,m3
4/13/2009,Equipment Failure,Oil Well,Wainwright,Waste,0,m3
5/28/2004,Equipment Failure,Multiphase Pipeline,WAINWRIGHT,Crude Oil,0.5,m3
8/24/2006,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,0.1,m3
6/13/2005,Equipment Failure,Oil Well,Wainwright,Crude Oil,0.1,m3
6/20/2005,Equipment Failure,Oil Well,Wainwright,Crude Oil,0.1,m3
6/6/2006,Equipment Failure,Oil Well,Wainwright,Crude Oil,2.5,m3
9/27/2007,Equipment Failure,Oil Well,Wainwright,Crude Oil,3.6,m3
9/9/2004,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,20,m3
3/20/2005,Equipment Failure,Crude Oil Group Battery,Wainwright,Salt/Produced Water,10,m3
1/26/2007,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,2,m3
11/5/2010,Equipment Failure,Oil Well,Wainwright,Crude Oil,0.5,m3
3/27/2009,Equipment Failure,Oil Well,Wainwright,Gas Production (Raw),0.1,103m3
8/3/2011,Equipment Failure,Crude Oil Group Battery,Wainwright,Salt/Produced Water,4,m3
11/15/2005,Equipment Failure,Unknown,Wainwright,Crude Oil,1.5,m3
1/13/2012,Equipment Failure,Multiphase Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
7/17/2007,Equipment Failure,Multiphase Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
4/12/2004,Operator Error,Water Pipeline,WAINWRIGHT,Salt/Produced Water,0.1,m3
7/5/2007,Equipment Failure,Crude Oil Group Battery,Wainwright,Waste,3,m3
11/27/2004,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,1,m3
9/13/2010,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),1,103m3
September 26 2007,Equipment Failure,Multiphase Pipeline,Wainwright,,,
July 24 2012,Operator Error,Multiphase Pipeline,Wainwright,,,
5/26/2010,Equipment Failure,Service Well,Wainwright,Salt/Produced Water,1.2,m3
10/11/2010,Operator Error,Oil Well,Wainwright,Crude Oil,0.8,m3
6/13/2012,Equipment Failure,Crude Oil Group Battery,Wainwright,Salt/Produced Water,7,m3
1/4/2013,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,10,m3
1/16/2004,Equipment Failure,Multiphase Pipeline,WAINWRIGHT,Salt/Produced Water,0.1,m3
1/18/2008,Equipment Failure,Oil Well,Wainwright,Gas Production (Marketable),0.1,103m3
5/21/2011,Equipment Failure,Oil Well,Wainwright,Crude Oil,1,m3
2/9/2006,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,1,m3
3/27/2011,Equipment Failure,Oil Well,Wainwright,Waste,0,m3
4/27/2003,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Crude Oil,6,m3
10/8/2008,Equipment Failure,Gas Well,Wainwright,Gas Production (Raw),1,103m3
7/11/2004,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Salt/Produced Water,20,m3
10/3/2008,Equipment Failure,Crude Oil Group Battery,Wainwright,Gas Production (Raw),0.1,103m3
5/30/2007,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,0.1,m3
4/3/2006,Equipment Failure,Crude Oil Single Battery,Wainwright,Salt/Produced Water,6.5,m3
9/9/2007,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,370,m3
8/5/2012,Equipment Failure,Oil/Bitumen Satellite,Wainwright,Waste,0,m3
10/7/2012,Equipment Failure,Oil Well,Wainwright,Fresh Water,0,m3
6/11/2007,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Marketable),0.1,103m3
12/21/2004,Operator Error,Oil/Bitumen Satellite,Wainwright,Gas Production (Raw),0.1,103m3
9/19/2011,Operator Error,Multiphase Pipeline,Wainwright,Waste,0,m3
12/14/2007,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,3.4,m3
1/12/2011,Equipment Failure,Oil/Bitumen Satellite,Wainwright,Crude Oil,0.6,m3
1/2/2006,Equipment Failure,Crude Oil Single Battery,Wainwright,Gas Production (Raw),0.1,103m3
6/14/2004,Operator Error,Oil Well,WAINWRIGHT,Crude Oil,15,m3
4/23/2004,Equipment Failure,Crude Oil Single Battery,WAINWRIGHT,Crude Oil,9,m3
1/18/2010,Equipment Failure,Suspended Well,Wainwright,Fresh Water,1200,m3
4/20/2004,Equipment Failure,Gas Well,WAINWRIGHT,Gas Production (Raw),0.5,103m3
3/26/2008,Operator Error,Crude Oil Pipeline,Wainwright,Waste,0,m3
11/30/2006,Operator Error,Oil Well,Wainwright,Crude Oil,0.5,m3
1/23/2007,Operator Error,Suspended Well,Wainwright,Crude Oil,0.1,m3
9/22/2005,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),2.9,103m3
6/10/2003,Operator Error,Natural Gas Pipeline,WAINWRIGHT,Gas Production (Raw),677,103m3
2/26/2007,Equipment Failure,Multiphase Pipeline,St. Albert,Fresh Water,0.5,m3
11/8/2005,Equipment Failure,Crude Oil Group Battery,St. Albert,Crude Oil,12,m3
10/26/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.5,m3
11/7/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.2,m3
8/4/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,0.2,m3
7/30/2006,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,265,m3
8/21/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,3,m3
1/13/2011,Equipment Failure,Gas Proration Effluent Ba,Red Deer,Gas Production (Raw),0.1,103m3
1/21/2004,Equipment Failure,Crude Oil Group Battery,RED DEER,Gas Production (Raw),0.1,103m3
10/31/2005,Equipment Failure,Service Well,Red Deer,Drilling Mud  (Water Based),1,m3
3/19/2008,Operator Error,Oil Well,Red Deer,Gas Production (Raw),0.1,103m3
6/30/2012,Equipment Failure,Crude Oil Group Battery,Red Deer,Crude Oil,10.2,m3
12/12/2007,Equipment Failure,Natural Gas Pipeline,Red Deer,Air,0.1,103m3
8/26/2008,Equipment Failure,Natural Gas Pipeline,Red Deer,Gas Production (Marketable),0.1,103m3
November 19 2011,Equipment Failure,Natural Gas Pipeline,Red Deer,,,
6/18/2010,Equipment Failure,Other Pipeline,Red Deer,Carbon Dioxide,1,103m3
4/3/2008,Equipment Failure,Other Pipeline,Red Deer,Carbon Dioxide,44,103m3
8/11/2006,Equipment Failure,Other Pipeline,Red Deer,Carbon Dioxide,1,103m3
8/12/2009,Equipment Failure,Other Pipeline,Red Deer,Carbon Dioxide,1,103m3
11/20/2007,Equipment Failure,Crude Oil Group Battery,Red Deer,Crude Oil,3.5,m3
12/11/2007,Equipment Failure,Crude Oil Group Battery,Red Deer,Crude Oil,3.5,m3
5/30/2012,Equipment Failure,Multiphase Pipeline,Red Deer,Salt/Produced Water,0.1,m3
10/8/2012,Equipment Failure,Unknown,Red Deer,Process Water,4,m3
11/14/2009,Equipment Failure,Crude Oil Group Battery,Red Deer,Crude Oil,0.5,m3
4/15/2012,Equipment Failure,Water Pipeline,Red Deer,Gas Production (Raw),10,103m3
2/7/2012,Equipment Failure,Service Well,Red Deer,Fresh Water,0,m3
10/17/2008,Operator Error,Crude Oil Group Battery,Red Deer,Process Water,15,m3
2/21/2011,Equipment Failure,Oil Well,Red Deer,Waste,0.1,m3
10/1/2010,Operator Error,Oil Well,Red Deer,Crude Oil,1,m3
6/28/2005,Equipment Failure,Other Pipeline,Red Deer,Gas Production (Raw),0.1,103m3
3/11/2004,Equipment Failure,Oil Well,RED DEER,Crude Oil,8,m3
7/29/2003,Equipment Failure,Oil/Bitumen Satellite,RED DEER,Gas Production (Raw),0.1,103m3
7/11/2006,Equipment Failure,Natural Gas Pipeline,Red Deer,Gas Production (Raw),272,103m3
3/1/2011,Equipment Failure,Water Pipeline,Red Deer,Waste,0,m3
9/21/2012,Equipment Failure,Suspended Well,Red Deer,Drilling Mud  (Water Based),2,m3
7/4/2008,Equipment Failure,Drilling Well,Red Deer,Crude Oil,0.3,m3
11/25/2011,Equipment Failure,Gas Well,Red Deer,Chemicals,0.7,m3
5/12/2007,Equipment Failure,Oil Well,Red Deer,Gas Production (Raw),10,103m3
2/5/2005,Operator Error,Gas Well,Red Deer,Hydrotest Fluids (Methanol),0.2,m3
7/3/2003,Operator Error,Sweet Drilling Well,RED DEER,Diesel Oil,1,m3
8/30/2005,Equipment Failure,Crude Oil Group Battery,Red Deer,Crude Oil,22,m3
12/15/2009,Operator Error,Oil Well,Red Deer,Gas Production (Raw),0.1,103m3
2/8/2006,Equipment Failure,Compressor Station,Red Deer,Air,1,103m3
4/6/2006,Equipment Failure,Compressor Station,Red Deer,Gas Production (Raw),0.1,103m3
7/16/2012,Operator Error,Gas Well,Red Deer,Condensate,2,m3
7/5/2004,Equipment Failure,Compressor Station,RED DEER,Crude Oil,0.1,m3
2/17/2005,Equipment Failure,Compressor Station,Red Deer,Condensate,1,m3
3/23/2003,Equipment Failure,Natural Gas Pipeline,RED DEER,Gas Production (Raw),0.1,103m3
2/6/2008,Operator Error,Suspended Well,Red Deer,Frac Oil,0.7,m3
10/10/2007,Equipment Failure,Gas Proration Effluent Ba,Red Deer,Crude Oil,0.1,m3
3/25/2009,Operator Error,Gas Proration Effluent Ba,Red Deer,Condensate,0.1,m3
12/4/2009,Equipment Failure,Oil Well,Red Deer,Crude Oil,3,m3
6/18/2003,Equipment Failure,Service Well,RED DEER,Salt/Produced Water,5,m3
12/8/2006,Equipment Failure,Oil/Bitumen Satellite,Red Deer,Salt/Produced Water,12.5,m3
4/20/2012,Equipment Failure,Oil/Bitumen Satellite,Red Deer,Crude Oil,0.3,m3
12/28/2011,Operator Error,Service Well,Red Deer,Salt/Produced Water,1.5,m3
3/3/2006,Equipment Failure,Crude Oil Group Battery,Red Deer,Crude Oil,10,m3
6/23/2004,Operator Error,Tank Farm / Oil Terminals,RED DEER,Crude Oil,12,m3
11/8/2005,Equipment Failure,Custom Treating Facility,Red Deer,Crude Oil,10,m3
12/22/2005,Equipment Failure,Custom Treating Facility,Red Deer,Crude Oil,20.9,m3
12/18/2006,Operator Error,Oil Well,Red Deer,Crude Oil,4.8,m3
6/27/2012,Equipment Failure,Oil Well,Red Deer,Crude Oil,6,m3
5/23/2010,Equipment Failure,Natural Gas Pipeline,Red Deer,Salt/Produced Water,0.5,m3
11/11/2006,Equipment Failure,Gas Well,Red Deer,Waste,0,m3
4/5/2011,Equipment Failure,Crude Oil Pipeline,Red Deer,Fresh Water,22.5,m3
4/5/2011,Equipment Failure,Crude Oil Pipeline,Red Deer,Gas Production (Raw),0.1,103m3
1/7/2009,Equipment Failure,Gas Well,Red Deer,Crude Oil,8.4,m3
12/31/2003,Equipment Failure,Service Well,RED DEER,Fresh Water,75,m3
12/11/2003,Equipment Failure,Multiphase Pipeline,RED DEER,Emulsifiers,0.5,m3
12/17/2008,Operator Error,Oil/Bitumen Satellite,Red Deer,Salt/Produced Water,2,m3
2/13/2012,Operator Error,Gas Well,Red Deer,Crude Oil,3,m3
11/13/2012,Equipment Failure,Water Pipeline,Red Deer,Fresh Water,0.2,m3
8/23/2005,Equipment Failure,Multiphase Pipeline,Red Deer,Crude Oil,0.5,m3
8/25/2003,Equipment Failure,Multiphase Pipeline,RED DEER,Crude Oil,1,m3
11/18/2003,Equipment Failure,Service Well,RED DEER,Corrosion Inhibited Water,0.1,m3
10/16/2010,Equipment Failure,Oil Well,Red Deer,Crude Oil,0.3,m3
8/8/2006,Equipment Failure,Oil/Bitumen Satellite,Red Deer,Fresh Water,2.2,m3
10/2/2012,Operator Error,Suspended Well,Red Deer,Waste,0,m3
7/17/2011,Equipment Failure,Crude Oil Group Battery,Red Deer,Crude Oil,1.2,m3
5/10/2006,Equipment Failure,Suspended Well,Red Deer,Crude Oil,2.5,m3
10/12/2012,Equipment Failure,Gas Well,Red Deer,Salt/Produced Water,3.5,m3
9/20/2011,Equipment Failure,Compressor Station,Red Deer,Crude Oil,0.1,m3
8/12/2004,Equipment Failure,Drilling Well,RED DEER,Gas Production (Raw),0.1,103m3
October 20 2003,Operator Error,Other Pipeline,RED DEER,,,
12/1/2012,Equipment Failure,Suspended Well,Red Deer,Process Water,4,m3
1/13/2009,Operator Error,Drilling Well,Drayton Valley,Drilling Mud (HC Based),4,m3
7/29/2008,Operator Error,Gas Well,Drayton Valley,Salt/Produced Water,0.5,m3
7/21/2006,Operator Error,Drilling Well,Drayton Valley,Drilling Mud (HC Based),0.3,m3
12/5/2007,Operator Error,Oil Well,Drayton Valley,Crude Oil,0.1,m3
9/10/2007,Operator Error,Oil Well,Drayton Valley,Crude Oil,1,m3
12/16/2008,Operator Error,Gas Well,Drayton Valley,Hydrotest Fluids (Methanol),2,m3
3/12/2005,Equipment Failure,Gas Well,Drayton Valley,Hydrotest Fluids (Methanol),3.5,m3
2/18/2010,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Hydrotest Fluids (Methanol),0.5,m3
5/13/2008,Equipment Failure,Drilling Well,Drayton Valley,Drilling Mud (HC Based),8,m3
2/6/2012,Operator Error,Sour Gas Pipeline,Drayton Valley,Gas Production (Raw),8,103m3
8/3/2004,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.2,m3
9/10/2003,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Process Water,10,m3
2/16/2004,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Crude Oil,20,m3
3/28/2007,Operator Error,Crude Oil Group Battery,Wainwright,Crude Oil,6,m3
12/26/2008,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,3,m3
7/12/2005,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
7/23/2005,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
3/1/2011,Equipment Failure,Multiphase Pipeline,Wainwright,Waste,0,m3
9/6/2006,Operator Error,Crude Oil Single Battery,Wainwright,Gas Production (Raw),0.1,103m3
11/9/2011,Operator Error,Oil Well,Wainwright,Gas Production (Raw),0.1,103m3
8/3/2004,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Crude Oil,0.8,m3
8/3/2007,Equipment Failure,Oil Well,Wainwright,Crude Oil,0.1,m3
11/8/2009,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,0.5,m3
3/28/2011,Operator Error,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
11/9/2008,Equipment Failure,Oil Well,Wainwright,Crude Oil,2.5,m3
1/29/2008,Equipment Failure,Crude Oil Group Battery,Wainwright,Salt/Produced Water,1.5,m3
1/15/2006,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,1,m3
6/12/2008,Equipment Failure,Service Well,Wainwright,Fresh Water,2,m3
2/7/2006,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,10,m3
4/19/2006,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,2,m3
7/9/2008,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
9/25/2005,Equipment Failure,Oil Well,Wainwright,Gas Production (Raw),0.1,103m3
2/14/2011,Equipment Failure,Multiphase Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
11/29/2006,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
6/1/2007,Equipment Failure,Crude Oil Group Battery,Wainwright,Gas Production (Raw),0.1,103m3
11/24/2003,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Crude Oil,4.5,m3
11/9/2004,Operator Error,Crude Oil Group Battery,Wainwright,Crude Oil,3,m3
6/1/2007,Equipment Failure,Crude Oil Group Battery,Wainwright,Salt/Produced Water,0.5,m3
2/10/2008,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,26,m3
11/24/2010,Equipment Failure,Crude Oil Group Battery,Wainwright,Gas Production (Raw),0.1,103m3
5/27/2003,Equipment Failure,Multiphase Pipeline,WAINWRIGHT,Process Water,5,m3
7/20/2007,Equipment Failure,Natural Gas Pipeline,Wainwright,Fresh Water,0.1,m3
11/25/2009,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Marketable),0.1,103m3
8/11/2006,Equipment Failure,Gas Well,Wainwright,Salt/Produced Water,8,m3
8/23/2007,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
7/22/2008,Equipment Failure,Oil Well,Wainwright,Crude Oil,0.5,m3
7/16/2007,Operator Error,Suspended Well,Wainwright,Gas Production (Raw),0.6,103m3
5/22/2004,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
6/4/2009,Equipment Failure,Oil Well,St. Albert,Gas Production (Raw),0.1,103m3
11/17/2006,Operator Error,Compressor Station,St. Albert,Crude Oil,0.1,m3
9/18/2008,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,10,m3
10/22/2008,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,1.6,m3
7/27/2008,Equipment Failure,Oil Well,St. Albert,Salt/Produced Water,80.2,m3
10/7/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Bitumen,0.1,m3
10/8/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Waste,0,m3
12/21/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Fresh Water,0.1,m3
1/31/2010,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,1,m3
4/29/2008,Equipment Failure,Gas Plnt Acid Gas Flr/Inj,St. Albert,Gas Production (Raw),0.3,103m3
10/9/2006,Equipment Failure,Multiphase Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
6/13/2008,Equipment Failure,Service Well,St. Albert,Salt/Produced Water,2,m3
10/1/2008,Equipment Failure,Gas Well,St. Albert,Waste,0,m3
5/5/2008,Equipment Failure,Gas Well,St. Albert,Salt/Produced Water,5,m3
1/5/2009,Equipment Failure,Gas Well,St. Albert,Waste,0.1,m3
6/4/2010,Equipment Failure,Abandoned Well,St. Albert,Process Water,0.1,m3
5/25/2005,Equipment Failure,Multiphase Pipeline,St. Albert,Fresh Water,0.1,m3
5/4/2008,Equipment Failure,Multiphase Pipeline,St. Albert,Salt/Produced Water,0.9,m3
1/29/2004,Equipment Failure,Oil Well,ST. ALBERT,Hydrotest Fluids (Methanol),0.3,m3
10/6/2007,Equipment Failure,Oil Well,St. Albert,Crude Oil,7,m3
12/15/2008,Operator Error,Crude Oil Group Battery,St. Albert,Crude Oil,0.5,m3
7/24/2009,Equipment Failure,Crude Oil Group Battery,St. Albert,Salt/Produced Water,5,m3
11/30/2005,Equipment Failure,Oil Well,St. Albert,Crude Oil,0.4,m3
8/9/2010,Equipment Failure,Oil Well,St. Albert,Crude Oil,0.2,m3
4/25/2005,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
5/8/2012,Equipment Failure,Natural Gas Pipeline,St. Albert,Condensate,2.1,m3
8/30/2010,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),10,103m3
8/2/2008,Equipment Failure,Oil Well,St. Albert,Crude Oil,0.5,m3
12/28/2008,Operator Error,Oil Well,St. Albert,Salt/Produced Water,9.5,m3
5/5/2009,Equipment Failure,Oil Well,St. Albert,Gas Production (Raw),0.1,103m3
1/26/2006,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Raw),0.1,103m3
